learner_id,quizzes_attempted,avg_quiz_score,total_interactions,total_days_active,cluster
35355,9,75.22222222222223,3358.0,224.0,0
35502,1,66.0,545.0,110.0,0
35508,9,87.0,3412.0,0.0,0
35544,12,87.58333333333333,2107.0,0.0,0
35747,1,54.0,653.0,27.0,0
35796,1,82.0,602.0,0.0,0
35812,1,71.0,19.0,0.0,0
35860,10,83.0,2215.0,0.0,0
36347,11,67.45454545454545,2161.0,0.0,0
36385,5,70.6,1355.0,152.0,2
37298,11,84.18181818181819,2097.0,0.0,0
37622,10,81.9,470.0,0.0,0
37652,5,98.0,885.0,0.0,2
38053,5,68.0,2445.0,0.0,2
38234,7,77.71428571428571,94.0,0.0,1
38711,4,38.75,169.0,218.0,0
38941,1,77.0,0.0,0.0,0
39208,5,77.4,2067.0,79.0,2
39411,1,70.0,164.0,0.0,0
39427,1,84.0,93.0,260.0,0
39655,11,83.0909090909091,432.0,0.0,0
39660,4,64.5,630.0,0.0,0
39882,11,78.45454545454545,1761.0,1.0,0
40184,7,93.71428571428572,1876.0,0.0,1
40419,9,71.55555555555556,704.0,217.0,0
40563,7,71.14285714285714,584.0,0.0,1
40604,7,68.28571428571429,465.0,0.0,1
40857,1,86.0,304.0,197.0,0
40878,12,90.58333333333331,2455.0,0.0,0
41060,11,82.81818181818181,411.0,0.0,0
41414,9,80.0,965.0,0.0,0
41547,5,61.6,1007.0,0.0,2
42552,12,71.0,5079.0,0.0,0
42616,12,80.25,4093.0,0.0,0
42638,13,72.38461538461539,11845.0,0.0,0
42668,12,78.66666666666667,2839.0,0.0,0
42746,21,94.57142857142856,10673.0,0.0,0
42818,1,39.0,200.0,0.0,0
43273,12,76.0,1862.0,0.0,0
43284,9,71.44444444444444,847.0,254.0,0
43430,12,86.58333333333333,5693.0,0.0,0
43564,4,92.75,2334.0,0.0,0
43958,11,83.63636363636364,3318.0,316.0,0
45423,12,63.333333333333336,4383.0,0.0,0
45462,5,68.0,1492.0,0.0,2
45642,5,72.4,1428.0,0.0,2
45664,16,51.5625,1445.0,310.0,0
46016,3,65.0,389.0,319.0,0
46148,12,84.75,3724.0,0.0,0
46605,9,93.55555555555556,3427.0,0.0,0
46705,7,83.71428571428571,1149.0,0.0,1
46753,6,58.5,1779.0,0.0,0
46812,1,55.0,141.0,68.0,0
46844,5,64.8,340.0,0.0,2
47061,4,70.5,347.0,0.0,0
47063,4,49.25,137.0,226.0,0
47855,11,45.90909090909091,12.0,213.0,0
47861,12,53.333333333333336,8757.0,0.0,0
47891,3,65.66666666666667,118.0,0.0,0
47924,2,41.0,34.0,0.0,0
48040,11,77.27272727272727,1829.0,0.0,0
48152,6,52.16666666666666,528.0,0.0,0
48503,10,76.8,434.0,0.0,0
48635,13,86.46153846153847,4998.0,20.0,0
49119,11,84.9090909090909,2268.0,141.0,0
49123,9,85.11111111111111,1362.0,0.0,0
50069,6,84.83333333333333,531.0,0.0,0
50263,14,76.64285714285714,6288.0,158.0,0
50476,6,87.66666666666667,568.0,0.0,0
50487,12,81.08333333333333,5021.0,0.0,0
50610,3,87.33333333333333,13.0,0.0,0
50993,9,46.22222222222222,176.0,0.0,0
51030,6,80.33333333333333,804.0,0.0,0
51033,7,85.42857142857143,913.0,0.0,1
51153,7,61.71428571428572,1179.0,0.0,1
51163,7,70.85714285714286,1167.0,0.0,1
51301,1,93.0,670.0,98.0,0
51485,12,91.58333333333331,2750.0,0.0,0
51576,16,87.0625,6101.0,166.0,0
51955,7,49.71428571428572,405.0,0.0,1
52014,12,37.333333333333336,349.0,0.0,0
52130,5,71.4,1894.0,0.0,2
52275,1,38.0,91.0,0.0,0
52426,5,73.0,68.0,0.0,2
52702,8,86.875,323.0,0.0,0
52765,5,63.0,4938.0,0.0,2
52797,11,87.54545454545455,1117.0,0.0,0
52899,10,81.8,2468.0,203.0,0
53025,5,78.0,3158.0,0.0,2
53136,12,74.58333333333333,3493.0,0.0,0
53166,12,70.66666666666667,2861.0,0.0,0
53197,1,0.0,60.0,0.0,0
53300,9,90.88888888888889,1957.0,0.0,0
53488,14,82.07142857142857,1426.0,0.0,0
53632,9,86.55555555555556,583.0,180.0,1
53709,19,79.0,2910.0,226.0,0
54062,7,75.28571428571429,1624.0,177.0,1
54391,2,44.5,179.0,113.0,0
54810,9,71.88888888888889,701.0,136.0,0
54867,1,74.0,604.0,0.0,0
54882,5,45.8,498.0,0.0,2
55013,4,53.25,604.0,0.0,0
55026,9,72.22222222222223,283.0,0.0,0
55104,5,71.0,1480.0,0.0,2
55419,2,78.0,275.0,163.0,0
55450,4,74.25,1195.0,0.0,0
55968,6,67.33333333333333,578.0,0.0,0
56637,12,86.75,5440.0,0.0,0
56667,11,67.36363636363636,853.0,0.0,0
56789,11,76.45454545454545,379.0,0.0,0
57079,10,74.4,776.0,0.0,0
57227,6,79.0,1425.0,0.0,0
57285,5,54.2,283.0,0.0,2
57340,5,70.2,1090.0,0.0,2
57506,5,74.0,1319.0,0.0,2
57818,7,91.57142857142856,3037.0,0.0,1
57844,12,82.08333333333333,1972.0,0.0,0
58071,5,76.0,3648.0,0.0,2
58089,2,87.5,102.0,0.0,0
58316,5,73.4,1295.0,0.0,2
58549,12,92.83333333333331,2481.0,0.0,0
58617,6,40.66666666666666,834.0,0.0,0
58640,12,67.5,1784.0,0.0,0
58653,5,55.2,383.0,0.0,2
58731,7,56.285714285714285,177.0,0.0,1
58873,5,73.2,1732.0,0.0,2
58884,12,89.83333333333333,5248.0,0.0,0
59185,5,78.6,1102.0,0.0,2
59272,4,66.25,1425.0,0.0,0
59275,4,52.5,522.0,0.0,0
59370,7,64.28571428571429,2057.0,0.0,1
59541,1,40.0,441.0,28.0,0
59725,11,82.63636363636364,859.0,0.0,0
60135,12,57.75,2750.0,0.0,0
60162,9,74.22222222222223,764.0,0.0,0
60405,9,88.66666666666667,852.0,0.0,0
60416,11,83.18181818181819,4983.0,0.0,0
60519,4,72.0,3198.0,155.0,0
60809,13,86.15384615384616,4941.0,0.0,0
60830,10,82.1,1365.0,0.0,0
61227,4,68.25,4642.0,0.0,0
61236,1,56.0,506.0,92.0,0
61352,1,100.0,181.0,183.0,0
61911,3,83.33333333333333,448.0,0.0,0
62034,3,79.33333333333333,1889.0,0.0,0
62155,5,76.0,3388.0,0.0,2
62278,6,62.16666666666666,1037.0,0.0,0
62487,5,71.6,683.0,0.0,2
62631,7,80.42857142857143,525.0,0.0,1
62975,5,86.0,274.0,0.0,2
63015,7,75.14285714285714,694.0,0.0,1
63044,5,64.0,231.0,0.0,2
63112,7,70.85714285714286,3519.0,280.0,1
63165,5,51.4,912.0,0.0,2
63295,11,63.09090909090909,1210.0,0.0,0
63371,9,78.88888888888889,3344.0,0.0,0
63400,5,71.6,2737.0,0.0,2
63467,5,62.6,712.0,0.0,2
63566,7,61.71428571428572,1232.0,0.0,1
63721,10,84.0,771.0,0.0,0
63827,3,78.33333333333333,108.0,216.0,0
63856,7,52.142857142857146,965.0,0.0,1
63949,8,86.375,432.0,0.0,0
64275,10,75.1,199.0,0.0,0
64296,4,86.5,1239.0,0.0,0
64388,11,64.0,4596.0,0.0,0
64427,12,88.25,5640.0,0.0,0
64450,7,45.71428571428572,3327.0,0.0,1
64767,4,70.0,206.0,176.0,0
64901,9,71.55555555555556,827.0,0.0,0
65002,4,67.0,176.0,276.0,0
65656,12,76.16666666666667,1776.0,0.0,0
66047,1,43.0,52.0,205.0,0
66254,6,72.16666666666667,2149.0,0.0,0
66451,12,79.0,1161.0,0.0,0
66577,3,83.0,143.0,0.0,0
66579,5,68.0,681.0,0.0,2
66713,4,76.5,1850.0,0.0,0
66892,1,66.0,329.0,89.0,0
67182,9,77.22222222222223,354.0,0.0,0
67471,7,67.0,1113.0,0.0,1
67505,4,64.25,1246.0,0.0,0
67539,4,66.0,1438.0,0.0,0
67602,14,48.0,797.0,0.0,0
67685,4,81.0,2314.0,133.0,0
67781,7,75.28571428571429,1771.0,0.0,1
67785,12,71.58333333333333,1351.0,0.0,0
67986,2,78.5,660.0,126.0,0
68011,2,81.0,360.0,130.0,0
68107,12,88.0,4255.0,0.0,0
68208,12,56.25,7467.0,0.0,0
68376,6,69.83333333333333,1085.0,0.0,0
68417,7,76.42857142857143,1270.0,0.0,1
68556,4,57.0,98.0,0.0,0
69346,3,87.66666666666667,1458.0,137.0,0
69439,3,67.66666666666667,293.0,36.0,0
69491,14,66.0,373.0,0.0,0
69494,5,12.4,2049.0,202.0,2
69703,9,74.55555555555556,695.0,0.0,0
70011,5,80.2,6396.0,0.0,2
70214,5,45.0,3509.0,50.0,2
70381,9,75.33333333333333,755.0,0.0,0
70464,5,55.6,1053.0,0.0,2
70495,21,88.23809523809524,7252.0,0.0,0
70537,4,80.75,2434.0,0.0,0
70569,5,55.8,947.0,0.0,2
70608,11,84.18181818181819,270.0,0.0,0
70771,1,50.0,181.0,132.0,0
70827,1,62.0,269.0,137.0,0
71159,12,64.91666666666667,5236.0,0.0,0
71209,7,56.285714285714285,483.0,0.0,1
71252,12,78.33333333333333,1194.0,0.0,0
71361,5,80.4,2327.0,0.0,2
71504,5,83.8,1049.0,0.0,2
71578,11,74.9090909090909,1572.0,0.0,0
71676,7,60.0,1077.0,0.0,1
71723,8,56.625,737.0,0.0,0
72114,12,80.58333333333333,4300.0,0.0,0
72400,11,84.81818181818181,420.0,0.0,0
72609,9,51.0,6378.0,0.0,0
72693,12,78.08333333333333,2269.0,0.0,0
72864,9,79.66666666666667,1423.0,0.0,0
73019,7,45.0,540.0,0.0,1
73489,11,77.72727272727273,1845.0,0.0,0
73584,2,28.0,243.0,213.0,0
73664,2,25.0,141.0,148.0,0
73874,3,84.33333333333333,931.0,189.0,0
74113,6,61.66666666666666,583.0,0.0,1
74165,12,87.58333333333333,1897.0,0.0,0
74290,2,10.0,271.0,177.0,0
74372,4,48.5,116.0,0.0,0
74502,6,63.0,3630.0,0.0,0
74521,11,77.36363636363636,1297.0,0.0,0
74524,1,86.0,96.0,0.0,0
74585,11,88.81818181818181,7811.0,0.0,0
74695,10,91.8,3679.0,0.0,0
74734,10,83.0,208.0,0.0,0
75091,5,66.0,2992.0,0.0,2
75107,12,92.08333333333331,5914.0,0.0,0
75255,5,81.8,950.0,0.0,2
75399,10,72.9,489.0,0.0,0
75427,7,66.42857142857143,1073.0,0.0,1
75454,9,71.66666666666667,4465.0,0.0,0
75728,2,68.5,1868.0,0.0,0
76081,10,69.2,1728.0,222.0,0
76536,4,66.25,18.0,0.0,0
76579,4,60.75,2229.0,201.0,0
76949,9,81.77777777777777,1482.0,0.0,0
77241,3,71.0,224.0,201.0,0
77367,5,70.4,680.0,0.0,2
77692,12,87.83333333333333,2568.0,0.0,0
77744,12,83.08333333333333,2273.0,0.0,0
77746,1,74.0,110.0,0.0,0
77763,14,89.5,1354.0,0.0,0
77845,6,68.33333333333333,472.0,0.0,0
77995,11,73.36363636363636,897.0,0.0,0
77998,18,75.66666666666667,1305.0,231.0,0
78170,7,69.14285714285714,2669.0,0.0,1
78255,4,78.75,321.0,208.0,0
78645,4,73.25,426.0,0.0,0
79261,12,85.0,2073.0,0.0,0
79403,3,60.66666666666666,1782.0,187.0,0
79461,7,33.714285714285715,810.0,277.0,1
79610,12,76.0,2482.0,0.0,0
79683,2,57.0,431.0,177.0,0
80329,16,75.9375,4608.0,239.0,0
80358,3,62.333333333333336,1502.0,0.0,0
80438,11,86.9090909090909,5083.0,0.0,0
80448,5,73.6,350.0,231.0,2
80491,5,51.8,330.0,256.0,2
80717,11,93.0,3699.0,0.0,0
80745,8,80.625,1015.0,0.0,0
80775,7,83.0,698.0,0.0,1
80868,12,75.16666666666667,28615.0,0.0,0
80886,3,92.33333333333331,589.0,172.0,0
81351,14,66.85714285714286,817.0,0.0,0
81536,2,68.0,474.0,0.0,0
81754,2,84.0,310.0,178.0,0
82088,3,80.33333333333333,1100.0,0.0,0
82201,4,65.0,591.0,120.0,0
82341,7,78.57142857142857,508.0,0.0,1
82535,11,68.45454545454545,352.0,0.0,0
82556,4,78.25,1538.0,0.0,0
82575,9,93.66666666666669,658.0,0.0,0
82741,11,74.9090909090909,879.0,0.0,0
82817,9,79.88888888888889,1370.0,0.0,0
83219,13,73.07692307692308,3395.0,0.0,0
83254,11,73.0,954.0,0.0,2
83453,1,30.0,382.0,193.0,0
83553,3,61.66666666666666,393.0,0.0,0
83588,4,70.75,0.0,0.0,0
83603,12,78.08333333333333,2935.0,0.0,0
84051,3,78.0,210.0,0.0,0
84245,10,87.1,657.0,0.0,0
84299,17,75.47058823529412,1986.0,206.0,0
84541,2,34.0,179.0,0.0,0
84576,7,63.142857142857146,2126.0,0.0,1
84604,12,90.66666666666669,7698.0,0.0,0
84605,8,85.375,1194.0,216.0,0
84664,10,89.2,495.0,0.0,0
84812,11,89.72727272727273,474.0,0.0,0
85092,4,58.0,665.0,0.0,0
85144,5,77.6,656.0,0.0,2
85241,1,48.0,204.0,135.0,0
85302,5,71.2,2280.0,0.0,2
85325,1,59.0,81.0,193.0,0
85874,4,74.0,1853.0,167.0,0
86047,14,50.785714285714285,1065.0,206.0,0
86291,12,69.58333333333333,197.0,87.0,0
86538,6,68.66666666666667,1569.0,181.0,0
86669,12,84.16666666666667,2284.0,0.0,0
87107,7,68.42857142857143,861.0,0.0,1
87152,12,82.75,2253.0,0.0,0
87264,12,93.75,8480.0,0.0,0
87322,11,76.72727272727273,1791.0,0.0,0
87431,3,50.0,802.0,341.0,0
87732,10,78.6,1018.0,0.0,0
87929,7,85.0,568.0,0.0,1
88340,4,76.0,187.0,237.0,0
88439,7,86.14285714285714,809.0,0.0,1
88490,7,92.14285714285714,953.0,0.0,1
88568,4,89.75,3582.0,0.0,0
88781,4,55.25,888.0,0.0,0
88910,7,52.42857142857143,576.0,0.0,1
89051,14,81.57142857142857,1163.0,0.0,0
89092,11,62.54545454545455,183.0,0.0,0
89188,7,64.0,1760.0,0.0,1
89545,4,84.0,595.0,0.0,0
89727,5,56.2,406.0,0.0,2
89778,11,92.27272727272728,141.0,0.0,0
89850,5,66.4,1227.0,0.0,2
89895,12,79.5,5614.0,0.0,0
89904,7,81.0,609.0,0.0,1
90243,11,64.27272727272727,1084.0,0.0,0
90361,10,76.7,183.0,0.0,0
90537,7,66.14285714285714,810.0,0.0,1
90901,12,89.33333333333333,2315.0,0.0,0
90979,4,51.75,168.0,0.0,0
91040,4,42.5,446.0,338.0,0
91265,5,70.8,1494.0,0.0,2
91322,10,82.2,1616.0,0.0,0
91354,2,75.0,103.0,264.0,0
91470,7,66.42857142857143,1521.0,0.0,1
91629,3,76.66666666666667,1657.0,0.0,0
91801,2,69.0,1354.0,225.0,0
92274,5,66.4,447.0,228.0,2
92341,5,81.0,957.0,0.0,2
92391,5,50.8,229.0,0.0,2
92775,11,38.45454545454545,10981.0,0.0,0
92832,10,76.1,1067.0,0.0,0
92947,10,81.5,1350.0,0.0,0
92993,10,76.7,974.0,0.0,0
94484,5,85.6,2275.0,0.0,2
94616,9,77.44444444444444,199.0,0.0,0
94749,5,64.0,1845.0,0.0,2
94923,8,61.0,444.0,0.0,0
94961,6,65.33333333333333,1240.0,242.0,0
94964,3,39.66666666666666,199.0,0.0,0
94978,3,69.66666666666667,1234.0,254.0,0
95356,12,47.583333333333336,281.0,313.0,0
95746,11,83.18181818181819,936.0,0.0,0
95755,2,45.0,381.0,321.0,0
95906,9,93.22222222222224,1721.0,0.0,0
96117,8,76.25,539.0,0.0,0
96423,9,82.77777777777777,589.0,0.0,0
96475,7,84.85714285714286,207.0,0.0,1
96538,3,36.0,182.0,0.0,0
96592,14,81.57142857142857,776.0,0.0,0
96729,12,85.66666666666667,2707.0,0.0,0
96864,1,0.0,96.0,87.0,0
96873,1,92.0,402.0,0.0,0
96874,3,76.33333333333333,283.0,0.0,0
97006,9,89.77777777777777,189.0,0.0,0
97154,10,90.7,984.0,0.0,0
97567,11,91.9090909090909,471.0,0.0,0
97865,5,77.0,91.0,286.0,2
97939,1,69.0,98.0,0.0,0
98094,5,60.6,2839.0,0.0,2
98256,2,68.0,355.0,113.0,0
98268,11,73.45454545454545,770.0,0.0,0
98313,11,80.72727272727273,145.0,0.0,0
98452,1,100.0,35.0,149.0,0
98720,11,72.27272727272727,439.0,0.0,0
98842,5,59.4,368.0,0.0,2
99075,6,51.833333333333336,1369.0,0.0,0
99088,3,29.666666666666668,359.0,162.0,0
99151,1,46.0,397.0,0.0,0
99670,8,91.75,2109.0,0.0,0
99799,10,75.9,553.0,0.0,0
99993,11,76.18181818181819,3922.0,0.0,0
100064,12,89.33333333333333,6514.0,0.0,0
100282,1,78.0,42.0,261.0,0
100561,7,67.14285714285714,950.0,0.0,1
100788,17,89.3529411764706,4395.0,0.0,0
100893,5,68.4,744.0,0.0,2
101116,5,82.6,1769.0,0.0,2
101217,2,41.0,717.0,214.0,0
101279,1,55.0,112.0,0.0,0
101306,2,49.0,866.0,0.0,0
101420,12,90.33333333333331,5766.0,0.0,0
101634,2,84.0,380.0,0.0,0
101781,5,72.6,4104.0,0.0,2
102028,12,90.25,4382.0,0.0,0
102067,1,100.0,67.0,36.0,0
102209,3,54.333333333333336,535.0,166.0,0
102221,7,75.42857142857143,1025.0,0.0,1
102343,12,79.25,3825.0,0.0,0
102806,5,78.0,1944.0,0.0,2
102850,7,78.85714285714286,1749.0,0.0,1
102854,12,89.41666666666667,4400.0,0.0,0
102952,5,76.6,1150.0,0.0,2
103496,5,63.2,1221.0,0.0,2
103535,11,85.72727272727273,381.0,0.0,0
103800,7,58.142857142857146,170.0,0.0,1
103904,14,81.78571428571429,1579.0,0.0,0
104054,11,94.63636363636364,1451.0,0.0,0
104213,12,84.75,2245.0,0.0,0
104316,6,80.5,928.0,0.0,0
104476,5,79.6,4777.0,0.0,2
104480,7,88.0,203.0,0.0,1
104643,7,76.28571428571429,1496.0,0.0,1
104772,7,65.14285714285714,1157.0,137.0,1
105125,1,62.0,558.0,108.0,0
105168,5,86.0,1107.0,0.0,2
105413,9,66.88888888888889,963.0,0.0,0
105523,13,51.38461538461539,1954.0,0.0,0
105527,11,83.18181818181819,993.0,0.0,0
105629,12,87.33333333333333,5925.0,0.0,0
105851,10,90.2,385.0,0.0,0
105883,11,76.72727272727273,4022.0,0.0,0
105939,12,78.66666666666667,2900.0,0.0,0
106095,5,59.6,1243.0,0.0,2
106247,3,60.0,465.0,170.0,0
106553,7,74.57142857142857,548.0,0.0,1
106577,5,53.4,733.0,0.0,2
106588,11,90.1818181818182,981.0,0.0,0
106793,5,57.8,404.0,0.0,2
107028,8,62.625,666.0,377.0,0
107084,11,60.54545454545455,1493.0,0.0,0
107162,12,86.25,4243.0,0.0,0
107339,13,78.92307692307692,4604.0,0.0,0
107455,5,71.8,1040.0,0.0,2
107489,5,82.0,3722.0,0.0,2
107713,3,99.33333333333331,111.0,192.0,0
107883,2,93.5,626.0,150.0,0
108118,8,87.875,396.0,0.0,0
108207,12,68.66666666666667,3260.0,0.0,0
108281,4,90.5,3797.0,0.0,0
108330,12,58.75,3209.0,0.0,0
108377,10,78.6,2399.0,0.0,0
108497,4,76.75,2208.0,0.0,0
108565,1,63.0,203.0,105.0,0
108589,11,88.72727272727273,411.0,0.0,0
108760,9,68.66666666666667,846.0,0.0,0
108789,1,27.0,102.0,0.0,0
108799,11,88.9090909090909,472.0,0.0,0
108822,12,91.5,7427.0,0.0,0
108834,3,84.0,290.0,271.0,0
108859,5,55.4,1996.0,0.0,2
108872,5,61.8,1377.0,0.0,2
108949,6,80.5,557.0,158.0,0
109155,5,67.8,3019.0,0.0,2
109372,11,85.36363636363636,1450.0,0.0,0
109441,5,70.0,678.0,0.0,2
109577,19,66.3157894736842,3794.0,0.0,0
109772,9,80.55555555555556,199.0,0.0,0
109782,5,77.2,154.0,192.0,2
109938,11,89.81818181818181,396.0,0.0,0
110085,12,68.25,1679.0,0.0,0
110116,12,84.16666666666667,4092.0,0.0,0
110175,5,63.4,998.0,0.0,2
110200,6,49.833333333333336,157.0,0.0,0
110524,7,77.42857142857143,876.0,0.0,1
110529,4,67.25,3039.0,173.0,0
110640,7,83.57142857142857,1805.0,0.0,1
110789,4,56.25,1084.0,0.0,0
110820,3,79.33333333333333,1114.0,198.0,0
110881,23,72.91304347826087,5032.0,0.0,0
110911,5,76.8,520.0,0.0,2
111113,4,33.75,367.0,0.0,0
111360,8,44.25,697.0,169.0,0
111548,4,22.5,542.0,316.0,0
111717,3,81.0,2343.0,0.0,0
111775,12,88.91666666666667,3211.0,0.0,0
111926,8,76.875,1553.0,0.0,0
111942,11,86.81818181818181,1853.0,0.0,0
111959,3,76.0,431.0,244.0,0
112245,14,78.71428571428571,2262.0,0.0,0
112441,9,86.33333333333333,969.0,0.0,0
112454,9,76.11111111111111,1131.0,0.0,0
113295,5,77.6,3553.0,0.0,2
113565,12,83.83333333333333,2515.0,0.0,0
113698,2,61.0,271.0,0.0,0
113702,3,84.66666666666667,1936.0,125.0,0
113824,2,76.0,590.0,0.0,0
114017,5,71.8,757.0,0.0,2
114367,9,90.11111111111111,2234.0,0.0,0
114402,5,87.6,1123.0,0.0,2
114500,12,51.583333333333336,3570.0,0.0,0
114558,6,69.0,1620.0,0.0,0
114999,5,72.8,1358.0,0.0,2
115373,12,81.75,3386.0,0.0,0
115452,9,91.22222222222224,590.0,0.0,0
116290,1,84.0,139.0,0.0,0
116319,9,82.77777777777777,276.0,0.0,0
116518,9,71.11111111111111,942.0,0.0,0
116529,10,88.0,1408.0,261.0,0
116541,5,62.4,1886.0,0.0,2
116603,10,90.4,1179.0,0.0,0
116606,5,58.0,511.0,0.0,2
116621,12,90.16666666666669,5554.0,0.0,0
116631,1,68.0,551.0,148.0,0
116692,5,74.2,1108.0,0.0,2
116763,1,79.0,115.0,120.0,0
116808,12,95.41666666666669,12175.0,0.0,0
117071,2,73.0,74.0,0.0,2
117197,4,88.75,1009.0,0.0,0
117232,21,72.9047619047619,2692.0,0.0,0
117281,7,82.85714285714286,1427.0,0.0,1
117435,11,66.54545454545455,1355.0,219.0,0
117510,12,92.08333333333331,4070.0,0.0,0
117544,5,70.2,2580.0,0.0,2
117545,2,91.0,442.0,0.0,0
117699,11,87.0909090909091,473.0,0.0,0
117818,5,57.6,1695.0,0.0,2
117939,7,42.57142857142857,666.0,263.0,1
118050,11,74.81818181818181,1206.0,0.0,0
118098,9,35.22222222222222,537.0,0.0,0
118213,5,30.6,21.0,0.0,2
118474,8,88.875,474.0,0.0,0
118479,7,83.85714285714286,3463.0,0.0,1
118532,12,86.41666666666667,4531.0,0.0,0
118578,4,59.75,792.0,181.0,0
118668,12,78.83333333333333,3249.0,0.0,0
118983,5,61.8,284.0,0.0,2
119310,13,74.53846153846153,2609.0,55.0,0
119353,12,85.83333333333333,3766.0,133.0,0
119444,8,62.25,614.0,123.0,0
119471,11,67.36363636363636,592.0,0.0,0
119729,1,10.0,573.0,85.0,0
119865,12,89.75,2527.0,0.0,0
119898,11,68.81818181818181,167.0,0.0,0
119902,4,67.0,2590.0,238.0,0
120236,9,44.333333333333336,1281.0,0.0,0
120611,3,59.333333333333336,125.0,0.0,0
120994,6,88.33333333333333,740.0,0.0,0
120999,7,68.71428571428571,507.0,0.0,1
121000,2,35.5,342.0,0.0,0
121056,1,45.0,17.0,73.0,0
121163,1,90.0,449.0,167.0,0
121182,7,81.57142857142857,92.0,0.0,1
121349,5,76.0,2259.0,0.0,2
121390,4,75.75,371.0,0.0,0
122337,4,58.5,634.0,0.0,0
122392,5,54.0,809.0,0.0,2
122459,9,69.55555555555556,270.0,0.0,0
122636,1,45.0,110.0,0.0,0
122739,5,40.6,526.0,0.0,2
122846,7,54.85714285714285,1051.0,0.0,1
122928,6,74.33333333333333,184.0,0.0,0
123044,5,71.4,2041.0,0.0,2
123053,5,85.8,342.0,214.0,2
123087,5,74.0,470.0,0.0,2
123183,6,88.5,2893.0,0.0,0
123270,4,65.5,145.0,0.0,0
123462,10,84.6,1001.0,0.0,0
123497,2,75.5,497.0,0.0,0
